employee_id,Datasets_Present,Positive_Votes,Vote_Ratio,is_selected,Priority_Score,Dataset_Bitmask,Bitmask_Decimal,shap_values
EMP0220,5,5,1,True,1.83333333333333,11111,31,"Latest_Vibe_Score(0.1156), Average_Vibe_Score(0.0598), Average_Performance_Rating(0.0444), Latest_Performance_Rating(0.0383), Latest_Promotion_Consideration(0.0079), Promotion_Consideration_Ratio(0.0070), Average_Reward_Points(0.0049), Days_since_last_reward(0.0043), Days_since_joining(0.0043), Days_since_last_leave(0.0042)"
EMP0251,5,5,1,True,1.83333333333333,111110,62,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0495,5,5,1,True,1.83333333333333,111101,61,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0073,5,5,1,True,1.83333333333333,111110,62,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0347,5,5,1,True,1.83333333333333,110111,55,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0115,5,5,1,True,1.83333333333333,111011,59,"Latest_Vibe_Score(0.1120), Average_Vibe_Score(0.0239), Average_Team_Messages_Sent(0.0214), Latest_Promotion_Consideration(0.0123), Latest_Work_Hours(0.0105), Average_Reward_Points(0.0092), Days_since_last_activity(0.0070), Total_Reward_Points(0.0056), Days_since_last_reward(0.0052), Average_Work_Hours(0.0051)"
EMP0232,5,5,1,True,1.83333333333333,11111,31,"Latest_Vibe_Score(0.1156), Average_Vibe_Score(0.0598), Average_Performance_Rating(0.0444), Latest_Performance_Rating(0.0383), Latest_Promotion_Consideration(0.0079), Promotion_Consideration_Ratio(0.0070), Average_Reward_Points(0.0049), Days_since_last_reward(0.0043), Days_since_joining(0.0043), Days_since_last_leave(0.0042)"
EMP0089,5,5,1,True,1.83333333333333,111101,61,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0217,5,5,1,True,1.83333333333333,111101,61,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0262,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0133,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0130,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0173,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0362,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0356,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0184,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0384,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0458,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0071,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0377,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0136,6,5,0.833333333333333,True,1.66666666666667,111111,63,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0371,4,4,1,True,1.66666666666667,111100,60,"Days_since_last_reward(0.0245), Days_since_last_activity(0.0142), Days_since_joining(0.0141), Annual_Leaves(0.0120), Mentor_Assigned(0.0104), Casual_Leaves(0.0090), Average_Work_Hours(0.0076), Latest_Work_Hours(0.0028), Total_Reward_Points(0.0021), Unpaid_Leaves(0.0021)"
EMP0260,4,4,1,True,1.66666666666667,101101,45,"Days_since_last_reward(0.0388), Average_Reward_Points(0.0359), Latest_Work_Hours(0.0143), Latest_Performance_Rating(0.0105), Average_Work_Hours(0.0102), Average_Emails_Sent(0.0086), Total_Reward_Points(0.0069), Promotion_Consideration_Ratio(0.0060), Average_Performance_Rating(0.0052), Days_since_joining(0.0047)"
EMP0103,4,4,1,True,1.66666666666667,101110,46,"Latest_Work_Hours(0.0457), Average_Work_Hours(0.0219), Latest_Vibe_Score(0.0088), Average_Vibe_Score(0.0083), Average_Team_Messages_Sent(0.0079), Days_since_last_activity(0.0038), Onboarding_Feedback(0.0038), Average_Emails_Sent(0.0031), Initial_Training_Completed(0.0031), Total_Reward_Points(0.0025)"
EMP0387,4,4,1,True,1.66666666666667,111010,58,"Latest_Vibe_Score(0.0619), Average_Vibe_Score(0.0331), Days_since_last_activity(0.0183), Average_Team_Messages_Sent(0.0128), Days_since_last_leave(0.0124), Days_since_last_reward(0.0123), Average_Emails_Sent(0.0054), Average_Reward_Points(0.0050), Total_Reward_Points(0.0037), Total_Rewards_Received(0.0032)"
EMP0127,4,4,1,True,1.66666666666667,111100,60,"Days_since_last_reward(0.0245), Days_since_last_activity(0.0142), Days_since_joining(0.0141), Annual_Leaves(0.0120), Mentor_Assigned(0.0104), Casual_Leaves(0.0090), Average_Work_Hours(0.0076), Latest_Work_Hours(0.0028), Total_Reward_Points(0.0021), Unpaid_Leaves(0.0021)"
EMP0151,4,4,1,True,1.66666666666667,110101,53,"Days_since_joining(0.0445), Average_Emails_Sent(0.0228), Onboarding_Feedback(0.0198), Latest_Performance_Rating(0.0141), Average_Manager_Feedback_Score(0.0108), Latest_Work_Hours(0.0103), Promotion_Consideration_Ratio(0.0090), Days_since_last_activity(0.0069), Latest_Promotion_Consideration(0.0066), Average_Performance_Rating(0.0066)"
EMP0013,4,4,1,True,1.66666666666667,100111,39,"Latest_Vibe_Score(0.0665), Average_Work_Hours(0.0560), Days_since_joining(0.0394), Latest_Work_Hours(0.0237), Latest_Promotion_Consideration(0.0200), Average_Team_Messages_Sent(0.0190), Promotion_Consideration_Ratio(0.0177), Average_Vibe_Score(0.0168), Latest_Performance_Rating(0.0149), Days_since_last_activity(0.0111)"
EMP0111,4,4,1,True,1.66666666666667,110110,54,"Latest_Vibe_Score(0.0622), Average_Vibe_Score(0.0480), Annual_Leaves(0.0199), Days_since_joining(0.0097), Days_since_last_activity(0.0079), Days_since_last_leave(0.0078), Unpaid_Leaves(0.0045), Sick_Leaves(0.0038), Average_Team_Messages_Sent(0.0036), Latest_Work_Hours(0.0020)"
EMP0031,4,4,1,True,1.66666666666667,101110,46,"Latest_Work_Hours(0.0457), Average_Work_Hours(0.0219), Latest_Vibe_Score(0.0088), Average_Vibe_Score(0.0083), Average_Team_Messages_Sent(0.0079), Days_since_last_activity(0.0038), Onboarding_Feedback(0.0038), Average_Emails_Sent(0.0031), Initial_Training_Completed(0.0031), Total_Reward_Points(0.0025)"
EMP0319,4,4,1,True,1.66666666666667,110011,51,"Average_Vibe_Score(0.0840), Casual_Leaves(0.0264), Days_since_last_activity(0.0250), Latest_Vibe_Score(0.0214), Average_Team_Messages_Sent(0.0172), Sick_Leaves(0.0130), Average_Performance_Rating(0.0126), Average_Work_Hours(0.0104), Average_Emails_Sent(0.0103), Latest_Work_Hours(0.0075)"
EMP0488,4,4,1,True,1.66666666666667,11110,30,"Mentor_Assigned(0.0219), Onboarding_Feedback(0.0182), Average_Vibe_Score(0.0146), Latest_Vibe_Score(0.0130), Days_since_last_reward(0.0101), Unpaid_Leaves(0.0057), Days_since_last_leave(0.0043), Total_Rewards_Received(0.0038), Days_since_joining(0.0021), Initial_Training_Completed(0.0000)"
EMP0433,4,4,1,True,1.66666666666667,101101,45,"Days_since_last_reward(0.0388), Average_Reward_Points(0.0359), Latest_Work_Hours(0.0143), Latest_Performance_Rating(0.0105), Average_Work_Hours(0.0102), Average_Emails_Sent(0.0086), Total_Reward_Points(0.0069), Promotion_Consideration_Ratio(0.0060), Average_Performance_Rating(0.0052), Days_since_joining(0.0047)"
EMP0365,4,4,1,True,1.66666666666667,111100,60,"Days_since_last_reward(0.0245), Days_since_last_activity(0.0142), Days_since_joining(0.0141), Annual_Leaves(0.0120), Mentor_Assigned(0.0104), Casual_Leaves(0.0090), Average_Work_Hours(0.0076), Latest_Work_Hours(0.0028), Total_Reward_Points(0.0021), Unpaid_Leaves(0.0021)"
EMP0393,4,4,1,True,1.66666666666667,10111,23,"Promotion_Consideration_Ratio(0.0822), Latest_Promotion_Consideration(0.0706), Latest_Vibe_Score(0.0609), Average_Vibe_Score(0.0156), Days_since_joining(0.0153), Latest_Performance_Rating(0.0127), Days_since_last_leave(0.0110), Mentor_Assigned(0.0082), Annual_Leaves(0.0077), Average_Performance_Rating(0.0073)"
EMP0283,4,4,1,True,1.66666666666667,111010,58,"Latest_Vibe_Score(0.0619), Average_Vibe_Score(0.0331), Days_since_last_activity(0.0183), Average_Team_Messages_Sent(0.0128), Days_since_last_leave(0.0124), Days_since_last_reward(0.0123), Average_Emails_Sent(0.0054), Average_Reward_Points(0.0050), Total_Reward_Points(0.0037), Total_Rewards_Received(0.0032)"
EMP0215,4,4,1,True,1.66666666666667,110110,54,"Latest_Vibe_Score(0.0622), Average_Vibe_Score(0.0480), Annual_Leaves(0.0199), Days_since_joining(0.0097), Days_since_last_activity(0.0079), Days_since_last_leave(0.0078), Unpaid_Leaves(0.0045), Sick_Leaves(0.0038), Average_Team_Messages_Sent(0.0036), Latest_Work_Hours(0.0020)"
EMP0156,4,4,1,True,1.66666666666667,1111,15,"Latest_Vibe_Score(0.0970), Average_Vibe_Score(0.0906), Days_since_joining(0.0289), Days_since_last_reward(0.0133), Average_Manager_Feedback_Score(0.0131), Total_Reward_Points(0.0126), Total_Rewards_Received(0.0100), Average_Reward_Points(0.0070), Average_Performance_Rating(0.0068), Latest_Performance_Rating(0.0062)"
EMP0203,4,4,1,True,1.66666666666667,101110,46,"Latest_Work_Hours(0.0457), Average_Work_Hours(0.0219), Latest_Vibe_Score(0.0088), Average_Vibe_Score(0.0083), Average_Team_Messages_Sent(0.0079), Days_since_last_activity(0.0038), Onboarding_Feedback(0.0038), Average_Emails_Sent(0.0031), Initial_Training_Completed(0.0031), Total_Reward_Points(0.0025)"
EMP0083,4,4,1,True,1.66666666666667,111001,57,"Average_Performance_Rating(0.0408), Latest_Performance_Rating(0.0330), Days_since_last_leave(0.0160), Average_Emails_Sent(0.0125), Days_since_last_reward(0.0087), Average_Reward_Points(0.0083), Average_Team_Messages_Sent(0.0060), Latest_Work_Hours(0.0055), Average_Manager_Feedback_Score(0.0040), Days_since_last_activity(0.0036)"
EMP0423,4,4,1,True,1.66666666666667,10111,23,"Promotion_Consideration_Ratio(0.0822), Latest_Promotion_Consideration(0.0706), Latest_Vibe_Score(0.0609), Average_Vibe_Score(0.0156), Days_since_joining(0.0153), Latest_Performance_Rating(0.0127), Days_since_last_leave(0.0110), Mentor_Assigned(0.0082), Annual_Leaves(0.0077), Average_Performance_Rating(0.0073)"
EMP0006,4,4,1,True,1.66666666666667,100111,39,"Latest_Vibe_Score(0.0665), Average_Work_Hours(0.0560), Days_since_joining(0.0394), Latest_Work_Hours(0.0237), Latest_Promotion_Consideration(0.0200), Average_Team_Messages_Sent(0.0190), Promotion_Consideration_Ratio(0.0177), Average_Vibe_Score(0.0168), Latest_Performance_Rating(0.0149), Days_since_last_activity(0.0111)"
EMP0312,4,4,1,True,1.66666666666667,110101,53,"Days_since_joining(0.0445), Average_Emails_Sent(0.0228), Onboarding_Feedback(0.0198), Latest_Performance_Rating(0.0141), Average_Manager_Feedback_Score(0.0108), Latest_Work_Hours(0.0103), Promotion_Consideration_Ratio(0.0090), Days_since_last_activity(0.0069), Latest_Promotion_Consideration(0.0066), Average_Performance_Rating(0.0066)"
EMP0119,4,4,1,True,1.66666666666667,101101,45,"Days_since_last_reward(0.0388), Average_Reward_Points(0.0359), Latest_Work_Hours(0.0143), Latest_Performance_Rating(0.0105), Average_Work_Hours(0.0102), Average_Emails_Sent(0.0086), Total_Reward_Points(0.0069), Promotion_Consideration_Ratio(0.0060), Average_Performance_Rating(0.0052), Days_since_joining(0.0047)"
EMP0141,4,4,1,True,1.66666666666667,110101,53,"Days_since_joining(0.0445), Average_Emails_Sent(0.0228), Onboarding_Feedback(0.0198), Latest_Performance_Rating(0.0141), Average_Manager_Feedback_Score(0.0108), Latest_Work_Hours(0.0103), Promotion_Consideration_Ratio(0.0090), Days_since_last_activity(0.0069), Latest_Promotion_Consideration(0.0066), Average_Performance_Rating(0.0066)"
EMP0482,4,4,1,True,1.66666666666667,110101,53,"Days_since_joining(0.0445), Average_Emails_Sent(0.0228), Onboarding_Feedback(0.0198), Latest_Performance_Rating(0.0141), Average_Manager_Feedback_Score(0.0108), Latest_Work_Hours(0.0103), Promotion_Consideration_Ratio(0.0090), Days_since_last_activity(0.0069), Latest_Promotion_Consideration(0.0066), Average_Performance_Rating(0.0066)"
EMP0163,4,4,1,True,1.66666666666667,111010,58,"Latest_Vibe_Score(0.0619), Average_Vibe_Score(0.0331), Days_since_last_activity(0.0183), Average_Team_Messages_Sent(0.0128), Days_since_last_leave(0.0124), Days_since_last_reward(0.0123), Average_Emails_Sent(0.0054), Average_Reward_Points(0.0050), Total_Reward_Points(0.0037), Total_Rewards_Received(0.0032)"
EMP0346,4,4,1,True,1.66666666666667,111100,60,"Days_since_last_reward(0.0245), Days_since_last_activity(0.0142), Days_since_joining(0.0141), Annual_Leaves(0.0120), Mentor_Assigned(0.0104), Casual_Leaves(0.0090), Average_Work_Hours(0.0076), Latest_Work_Hours(0.0028), Total_Reward_Points(0.0021), Unpaid_Leaves(0.0021)"
EMP0077,4,4,1,True,1.66666666666667,101101,45,"Days_since_last_reward(0.0388), Average_Reward_Points(0.0359), Latest_Work_Hours(0.0143), Latest_Performance_Rating(0.0105), Average_Work_Hours(0.0102), Average_Emails_Sent(0.0086), Total_Reward_Points(0.0069), Promotion_Consideration_Ratio(0.0060), Average_Performance_Rating(0.0052), Days_since_joining(0.0047)"
EMP0023,4,4,1,True,1.66666666666667,100111,39,"Latest_Vibe_Score(0.0665), Average_Work_Hours(0.0560), Days_since_joining(0.0394), Latest_Work_Hours(0.0237), Latest_Promotion_Consideration(0.0200), Average_Team_Messages_Sent(0.0190), Promotion_Consideration_Ratio(0.0177), Average_Vibe_Score(0.0168), Latest_Performance_Rating(0.0149), Days_since_last_activity(0.0111)"
EMP0420,4,4,1,True,1.66666666666667,110101,53,"Days_since_joining(0.0445), Average_Emails_Sent(0.0228), Onboarding_Feedback(0.0198), Latest_Performance_Rating(0.0141), Average_Manager_Feedback_Score(0.0108), Latest_Work_Hours(0.0103), Promotion_Consideration_Ratio(0.0090), Days_since_last_activity(0.0069), Latest_Promotion_Consideration(0.0066), Average_Performance_Rating(0.0066)"
EMP0490,4,4,1,True,1.66666666666667,110110,54,"Latest_Vibe_Score(0.0622), Average_Vibe_Score(0.0480), Annual_Leaves(0.0199), Days_since_joining(0.0097), Days_since_last_activity(0.0079), Days_since_last_leave(0.0078), Unpaid_Leaves(0.0045), Sick_Leaves(0.0038), Average_Team_Messages_Sent(0.0036), Latest_Work_Hours(0.0020)"
EMP0339,4,4,1,True,1.66666666666667,111001,57,"Average_Performance_Rating(0.0408), Latest_Performance_Rating(0.0330), Days_since_last_leave(0.0160), Average_Emails_Sent(0.0125), Days_since_last_reward(0.0087), Average_Reward_Points(0.0083), Average_Team_Messages_Sent(0.0060), Latest_Work_Hours(0.0055), Average_Manager_Feedback_Score(0.0040), Days_since_last_activity(0.0036)"
EMP0079,4,4,1,True,1.66666666666667,111100,60,"Days_since_last_reward(0.0245), Days_since_last_activity(0.0142), Days_since_joining(0.0141), Annual_Leaves(0.0120), Mentor_Assigned(0.0104), Casual_Leaves(0.0090), Average_Work_Hours(0.0076), Latest_Work_Hours(0.0028), Total_Reward_Points(0.0021), Unpaid_Leaves(0.0021)"
EMP0449,4,4,1,True,1.66666666666667,110110,54,"Latest_Vibe_Score(0.0622), Average_Vibe_Score(0.0480), Annual_Leaves(0.0199), Days_since_joining(0.0097), Days_since_last_activity(0.0079), Days_since_last_leave(0.0078), Unpaid_Leaves(0.0045), Sick_Leaves(0.0038), Average_Team_Messages_Sent(0.0036), Latest_Work_Hours(0.0020)"
EMP0477,4,4,1,True,1.66666666666667,111100,60,"Days_since_last_reward(0.0245), Days_since_last_activity(0.0142), Days_since_joining(0.0141), Annual_Leaves(0.0120), Mentor_Assigned(0.0104), Casual_Leaves(0.0090), Average_Work_Hours(0.0076), Latest_Work_Hours(0.0028), Total_Reward_Points(0.0021), Unpaid_Leaves(0.0021)"
EMP0078,4,4,1,True,1.66666666666667,11110,30,"Mentor_Assigned(0.0219), Onboarding_Feedback(0.0182), Average_Vibe_Score(0.0146), Latest_Vibe_Score(0.0130), Days_since_last_reward(0.0101), Unpaid_Leaves(0.0057), Days_since_last_leave(0.0043), Total_Rewards_Received(0.0038), Days_since_joining(0.0021), Initial_Training_Completed(0.0000)"
EMP0098,4,4,1,True,1.66666666666667,111100,60,"Days_since_last_reward(0.0245), Days_since_last_activity(0.0142), Days_since_joining(0.0141), Annual_Leaves(0.0120), Mentor_Assigned(0.0104), Casual_Leaves(0.0090), Average_Work_Hours(0.0076), Latest_Work_Hours(0.0028), Total_Reward_Points(0.0021), Unpaid_Leaves(0.0021)"
EMP0014,4,4,1,True,1.66666666666667,110110,54,"Latest_Vibe_Score(0.0622), Average_Vibe_Score(0.0480), Annual_Leaves(0.0199), Days_since_joining(0.0097), Days_since_last_activity(0.0079), Days_since_last_leave(0.0078), Unpaid_Leaves(0.0045), Sick_Leaves(0.0038), Average_Team_Messages_Sent(0.0036), Latest_Work_Hours(0.0020)"
EMP0235,4,4,1,True,1.66666666666667,101110,46,"Latest_Work_Hours(0.0457), Average_Work_Hours(0.0219), Latest_Vibe_Score(0.0088), Average_Vibe_Score(0.0083), Average_Team_Messages_Sent(0.0079), Days_since_last_activity(0.0038), Onboarding_Feedback(0.0038), Average_Emails_Sent(0.0031), Initial_Training_Completed(0.0031), Total_Reward_Points(0.0025)"
